Metric,CombinationType,DTAExtension,Lemmatizer,LemmatizationType,Stopwords,CaseSensitivity,accuracy,F-MeasurePositive,F-MeasureNegative,recallPositive,precisionPositive,recallNegative,precisionNegative,recallAverage,precisionAverage,F-MeasureAverage,truePositives,falsePositives,trueNegatives,falseNegatives
bawl,dtaExtended_treetagger_bothLemma_noStopwordList_caseInSensitive,dtaExtended,treetagger,bothLemma,noStopwordList,caseInSensitive,"0,485","0,5071770335","0,4607329843","0,868852459","0,3581081081","0,3165467626","0,8461538462","0,5926996108","0,6021309771","0,4839550089",53,95,44,8
bawl,dtaExtended_treetagger_bothLemma_noStopwordList_caseSensitive,dtaExtended,treetagger,bothLemma,noStopwordList,caseSensitive,"0,48","0,5","0,4583333333","0,8524590164","0,3537414966","0,3165467626","0,8301886792","0,5845028895","0,5919650879","0,4791666667",52,95,44,9
bawl,dtaExtended_textblob_textLemma_enhancedList_caseInSensitive,dtaExtended,textblob,textLemma,enhancedList,caseInSensitive,"0,465","0,4729064039","0,4568527919","0,7868852459","0,338028169","0,3237410072","0,775862069","0,5553131265","0,556945119","0,4648795979",48,94,45,13
bawl,dtaExtended_textblob_textLemma_enhancedList_caseSensitive,dtaExtended,textblob,textLemma,enhancedList,caseSensitive,"0,465","0,4729064039","0,4568527919","0,7868852459","0,338028169","0,3237410072","0,775862069","0,5553131265","0,556945119","0,4648795979",48,94,45,13
bawl,dtaExtended_textblob_bothLemma_enhancedList_caseInSensitive,dtaExtended,textblob,bothLemma,enhancedList,caseInSensitive,"0,465","0,4780487805","0,4512820513","0,8032786885","0,3402777778","0,3165467626","0,7857142857","0,5599127256","0,5629960317","0,4646654159",49,95,44,12
bawl,dtaExtended_textblob_bothLemma_enhancedFilteredList_caseSensitive,dtaExtended,textblob,bothLemma,enhancedFilteredList,caseSensitive,"0,465","0,5069124424","0,4153005464","0,9016393443","0,3525641026","0,273381295","0,8636363636","0,5875103196","0,6081002331","0,4611064944",55,101,38,6
bawl,noExtension_treetagger_bothLemma_enhancedFilteredList_caseInSensitive,noExtension,treetagger,bothLemma,enhancedFilteredList,caseInSensitive,"0,46","0,504587156","0,4065934066","0,9016393443","0,3503184713","0,2661870504","0,8604651163","0,5839131973","0,6053917938","0,4555902813",55,102,37,6
bawl,noExtension_treetagger_bothLemma_enhancedFilteredList_caseSensitive,noExtension,treetagger,bothLemma,enhancedFilteredList,caseSensitive,"0,46","0,504587156","0,4065934066","0,9016393443","0,3503184713","0,2661870504","0,8604651163","0,5839131973","0,6053917938","0,4555902813",55,102,37,6
bawl,dtaExtended_textblob_textLemma_enhancedFilteredList_caseInSensitive,dtaExtended,textblob,textLemma,enhancedFilteredList,caseInSensitive,"0,46","0,504587156","0,4065934066","0,9016393443","0,3503184713","0,2661870504","0,8604651163","0,5839131973","0,6053917938","0,4555902813",55,102,37,6
bawl,dtaExtended_textblob_textLemma_enhancedFilteredList_caseSensitive,dtaExtended,textblob,textLemma,enhancedFilteredList,caseSensitive,"0,46","0,504587156","0,4065934066","0,9016393443","0,3503184713","0,2661870504","0,8604651163","0,5839131973","0,6053917938","0,4555902813",55,102,37,6
bawl,dtaExtended_textblob_bothLemma_enhancedFilteredList_caseInSensitive,dtaExtended,textblob,bothLemma,enhancedFilteredList,caseInSensitive,"0,46","0,504587156","0,4065934066","0,9016393443","0,3503184713","0,2661870504","0,8604651163","0,5839131973","0,6053917938","0,4555902813",55,102,37,6
bawl,dtaExtended_textblob_bothLemma_enhancedList_caseSensitive,dtaExtended,textblob,bothLemma,enhancedList,caseSensitive,"0,455","0,4784688995","0,4293193717","0,8196721311","0,3378378378","0,2949640288","0,7884615385","0,55731808","0,5631496882","0,4538941356",50,98,41,11
bawl,dtaExtended_treetagger_textLemma_enhancedList_caseInSensitive,dtaExtended,treetagger,textLemma,enhancedList,caseInSensitive,"0,45","0,4554455446","0,4444444444","0,7540983607","0,3262411348","0,3165467626","0,7457627119","0,5353225616","0,5360019233","0,4499449945",46,95,44,15
bawl,dtaExtended_treetagger_textLemma_enhancedList_caseSensitive,dtaExtended,treetagger,textLemma,enhancedList,caseSensitive,"0,45","0,4554455446","0,4444444444","0,7540983607","0,3262411348","0,3165467626","0,7457627119","0,5353225616","0,5360019233","0,4499449945",46,95,44,15
bawl,dtaExtended_treetagger_bothLemma_enhancedList_caseInSensitive,dtaExtended,treetagger,bothLemma,enhancedList,caseInSensitive,"0,45","0,4660194175","0,4329896907","0,7868852459","0,3310344828","0,3021582734","0,7636363636","0,5445217596","0,5473354232","0,4495045541",48,97,42,13
bawl,noExtension_tokens_noLemma_enhancedFilteredList_caseInSensitive,noExtension,tokens,noLemma,enhancedFilteredList,caseInSensitive,"0,445","0,4788732394","0,4064171123","0,8360655738","0,3355263158","0,273381295","0,7916666667","0,5547234344","0,5635964912","0,4426451759",51,101,38,10
bawl,noExtension_treetagger_textLemma_enhancedFilteredList_caseInSensitive,noExtension,treetagger,textLemma,enhancedFilteredList,caseInSensitive,"0,445","0,4931506849","0,3867403315","0,8852459016","0,3417721519","0,2517985612","0,8333333333","0,5685222314","0,5875527426","0,4399455082",54,104,35,7
bawl,noExtension_treetagger_textLemma_enhancedFilteredList_caseSensitive,noExtension,treetagger,textLemma,enhancedFilteredList,caseSensitive,"0,445","0,4931506849","0,3867403315","0,8852459016","0,3417721519","0,2517985612","0,8333333333","0,5685222314","0,5875527426","0,4399455082",54,104,35,7
bawl,noExtension_treetagger_bothLemma_enhancedList_caseInSensitive,noExtension,treetagger,bothLemma,enhancedList,caseInSensitive,"0,445","0,4637681159","0,4248704663","0,7868852459","0,3287671233","0,2949640288","0,7592592593","0,5409246373","0,5440131913","0,4443192911",48,98,41,13
bawl,noExtension_treetagger_bothLemma_enhancedList_caseSensitive,noExtension,treetagger,bothLemma,enhancedList,caseSensitive,"0,445","0,4637681159","0,4248704663","0,7868852459","0,3287671233","0,2949640288","0,7592592593","0,5409246373","0,5440131913","0,4443192911",48,98,41,13
bawl,noExtension_textblob_bothLemma_enhancedFilteredList_caseSensitive,noExtension,textblob,bothLemma,enhancedFilteredList,caseSensitive,"0,445","0,4884792627","0,393442623","0,868852459","0,3397435897","0,2589928058","0,8181818182","0,5639226324","0,578962704","0,4409609428",53,103,36,8
bawl,dtaExtended_treetagger_bothLemma_enhancedList_caseSensitive,dtaExtended,treetagger,bothLemma,enhancedList,caseSensitive,"0,445","0,4637681159","0,4248704663","0,7868852459","0,3287671233","0,2949640288","0,7592592593","0,5409246373","0,5440131913","0,4443192911",48,98,41,13
bawl,noExtension_treetagger_textLemma_enhancedList_caseSensitive,noExtension,treetagger,textLemma,enhancedList,caseSensitive,"0,44","0,4666666667","0,4105263158","0,8032786885","0,3288590604","0,2805755396","0,7647058824","0,541927114","0,5467824714","0,4385964912",49,100,39,12
bawl,noExtension_textblob_bothLemma_enhancedFilteredList_caseInSensitive,noExtension,textblob,bothLemma,enhancedFilteredList,caseInSensitive,"0,44","0,4862385321","0,3846153846","0,868852459","0,3375796178","0,2517985612","0,8139534884","0,5603255101","0,5757665531","0,4354269584",53,104,35,8
bawl,dtaExtended_tokens_noLemma_enhancedList_caseInSensitive,dtaExtended,tokens,noLemma,enhancedList,caseInSensitive,"0,44","0,4716981132","0,4042553191","0,8196721311","0,3311258278","0,273381295","0,7755102041","0,5465267131","0,5533180159","0,4379767162",50,101,38,11
bawl,dtaExtended_tokens_noLemma_enhancedList_caseSensitive,dtaExtended,tokens,noLemma,enhancedList,caseSensitive,"0,44","0,4716981132","0,4042553191","0,8196721311","0,3311258278","0,273381295","0,7755102041","0,5465267131","0,5533180159","0,4379767162",50,101,38,11
bawl,dtaExtended_treetagger_bothLemma_enhancedFilteredList_caseInSensitive,dtaExtended,treetagger,bothLemma,enhancedFilteredList,caseInSensitive,"0,44","0,4909090909","0,3777777778","0,8852459016","0,3396226415","0,2446043165","0,8292682927","0,5649251091","0,5844454671","0,4343434343",54,105,34,7
bawl,dtaExtended_treetagger_bothLemma_enhancedFilteredList_caseSensitive,dtaExtended,treetagger,bothLemma,enhancedFilteredList,caseSensitive,"0,44","0,4909090909","0,3777777778","0,8852459016","0,3396226415","0,2446043165","0,8292682927","0,5649251091","0,5844454671","0,4343434343",54,105,34,7
bawl,noExtension_tokens_noLemma_standardList_caseInSensitive,noExtension,tokens,noLemma,standardList,caseInSensitive,"0,435","0,4840182648","0,3756906077","0,868852459","0,335443038","0,2446043165","0,8095238095","0,5567283878","0,5724834237","0,4298544363",53,105,34,8
