Metric,CombinationType,DTAExtension,Lemmatizer,LemmatizationType,Stopwords,CaseSensitivity,accuracy,F-MeasurePositive,F-MeasureNegative,recallPositive,precisionPositive,recallNegative,precisionNegative,recallAverage,precisionAverage,F-MeasureAverage,truePositives,falsePositives,trueNegatives,falseNegatives
polarityCd,dtaExtended_textblob_bothLemma_standardList_caseInSensitive,dtaExtended,textblob,bothLemma,standardList,caseInSensitive,"0,53","0,5154639175","0,5436893204","0,8196721311","0,3759398496","0,4028776978","0,8358208955","0,6112749145","0,6058803726","0,529576619",50,83,56,11
polarityCd,dtaExtended_tokens_noLemma_noStopwordList_caseInSensitive,dtaExtended,tokens,noLemma,noStopwordList,caseInSensitive,"0,525","0,5077720207","0,5410628019","0,8032786885","0,3712121212","0,4028776978","0,8235294118","0,6030781932","0,5973707665","0,5244174113",49,83,56,12
polarityCd,dtaExtended_tokens_noLemma_noStopwordList_caseSensitive,dtaExtended,tokens,noLemma,noStopwordList,caseSensitive,"0,525","0,5077720207","0,5410628019","0,8032786885","0,3712121212","0,4028776978","0,8235294118","0,6030781932","0,5973707665","0,5244174113",49,83,56,12
polarityCd,noExtension_textblob_bothLemma_enhancedList_caseInSensitive,noExtension,textblob,bothLemma,enhancedList,caseInSensitive,"0,51","0,4431818182","0,5625","0,6393442623","0,3391304348","0,4532374101","0,7411764706","0,5462908362","0,5401534527","0,5028409091",39,76,63,22
polarityCd,dtaExtended_tokens_noLemma_standardList_caseInSensitive,dtaExtended,tokens,noLemma,standardList,caseInSensitive,"0,51","0,5050505051","0,5148514851","0,8196721311","0,3649635037","0,3741007194","0,8253968254","0,5968864253","0,5951801645","0,5099509951",50,87,52,11
polarityCd,dtaExtended_tokens_noLemma_standardList_caseSensitive,dtaExtended,tokens,noLemma,standardList,caseSensitive,"0,51","0,5050505051","0,5148514851","0,8196721311","0,3649635037","0,3741007194","0,8253968254","0,5968864253","0,5951801645","0,5099509951",50,87,52,11
polarityCd,dtaExtended_textblob_bothLemma_standardList_caseSensitive,dtaExtended,textblob,bothLemma,standardList,caseSensitive,"0,51","0,5050505051","0,5148514851","0,8196721311","0,3649635037","0,3741007194","0,8253968254","0,5968864253","0,5951801645","0,5099509951",50,87,52,11
polarityCd,noExtension_treetagger_textLemma_enhancedList_caseInSensitive,noExtension,treetagger,textLemma,enhancedList,caseInSensitive,"0,505","0,3773584906","0,5892116183","0,4918032787","0,306122449","0,5107913669","0,6960784314","0,5012973228","0,5011004402","0,4832850544",30,68,71,31
polarityCd,noExtension_treetagger_textLemma_enhancedList_caseSensitive,noExtension,treetagger,textLemma,enhancedList,caseSensitive,"0,495","0,3647798742","0,5809128631","0,4754098361","0,2959183673","0,5035971223","0,6862745098","0,4895034792","0,4910964386","0,4728463686",29,69,70,32
polarityCd,noExtension_textblob_textLemma_enhancedList_caseInSensitive,noExtension,textblob,textLemma,enhancedList,caseInSensitive,"0,495","0,4293785311","0,5470852018","0,6229508197","0,3275862069","0,4388489209","0,7261904762","0,5308998703","0,5268883415","0,4882318664",38,78,61,23
polarityCd,noExtension_treetagger_bothLemma_enhancedList_caseInSensitive,noExtension,treetagger,bothLemma,enhancedList,caseInSensitive,"0,49","0,3544303797","0,5785123967","0,4590163934","0,2886597938","0,5035971223","0,6796116505","0,4813067579","0,4841357222","0,4664713882",28,69,70,33
polarityCd,noExtension_textblob_textLemma_enhancedList_caseSensitive,noExtension,textblob,textLemma,enhancedList,caseSensitive,"0,485","0,4245810056","0,5339366516","0,6229508197","0,3220338983","0,4244604317","0,7195121951","0,5237056257","0,5207730467","0,4792588286",38,80,59,23
polarityCd,noExtension_treetagger_bothLemma_enhancedList_caseSensitive,noExtension,treetagger,bothLemma,enhancedList,caseSensitive,"0,485","0,3439490446","0,5761316872","0,4426229508","0,28125","0,5035971223","0,6730769231","0,4731100366","0,4771634615","0,4600403659",27,69,70,34
polarityCd,noExtension_treetagger_bothLemma_enhancedFilteredList_caseInSensitive,noExtension,treetagger,bothLemma,enhancedFilteredList,caseInSensitive,"0,485","0,449197861","0,5164319249","0,6885245902","0,3333333333","0,3956834532","0,7432432432","0,5421040217","0,5382882883","0,4828148929",42,84,55,19
polarityCd,noExtension_treetagger_bothLemma_enhancedFilteredList_caseSensitive,noExtension,treetagger,bothLemma,enhancedFilteredList,caseSensitive,"0,485","0,449197861","0,5164319249","0,6885245902","0,3333333333","0,3956834532","0,7432432432","0,5421040217","0,5382882883","0,4828148929",42,84,55,19
polarityCd,noExtension_textblob_bothLemma_enhancedFilteredList_caseInSensitive,noExtension,textblob,bothLemma,enhancedFilteredList,caseInSensitive,"0,485","0,4607329843","0,5071770335","0,7213114754","0,3384615385","0,381294964","0,7571428571","0,5513032197","0,5478021978","0,4839550089",44,86,53,17
polarityCd,noExtension_treetagger_bothLemma_noStopwordList_caseInSensitive,noExtension,treetagger,bothLemma,noStopwordList,caseInSensitive,"0,48","0,4583333333","0,5","0,7213114754","0,3358778626","0,3741007194","0,7536231884","0,5477060974","0,5447505255","0,4791666667",44,87,52,17
polarityCd,noExtension_textblob_bothLemma_enhancedList_caseSensitive,noExtension,textblob,bothLemma,enhancedList,caseSensitive,"0,48","0,4222222222","0,5272727273","0,6229508197","0,3193277311","0,4172661871","0,7160493827","0,5201085034","0,5176885569","0,4747474747",38,81,58,23
polarityCd,dtaExtended_treetagger_bothLemma_noStopwordList_caseSensitive,dtaExtended,treetagger,bothLemma,noStopwordList,caseSensitive,"0,48","0,5185185185","0,4347826087","0,9180327869","0,3612903226","0,2877697842","0,8888888889","0,6029012855","0,6250896057","0,4766505636",56,99,40,5
polarityCd,dtaExtended_textblob_bothLemma_noStopwordList_caseInSensitive,dtaExtended,textblob,bothLemma,noStopwordList,caseInSensitive,"0,48","0,5","0,4583333333","0,8524590164","0,3537414966","0,3165467626","0,8301886792","0,5845028895","0,5919650879","0,4791666667",52,95,44,9
polarityCd,noExtension_treetagger_textLemma_enhancedFilteredList_caseSensitive,noExtension,treetagger,textLemma,enhancedFilteredList,caseSensitive,"0,475","0,4385026738","0,5070422535","0,6721311475","0,3253968254","0,3884892086","0,7297297297","0,5303101781","0,5275632776","0,4727724637",41,85,54,20
polarityCd,noExtension_treetagger_bothLemma_noStopwordList_caseSensitive,noExtension,treetagger,bothLemma,noStopwordList,caseSensitive,"0,475","0,4559585492","0,4927536232","0,7213114754","0,3333333333","0,3669064748","0,75","0,5441089751","0,5416666667","0,4743560862",44,88,51,17
polarityCd,dtaExtended_treetagger_bothLemma_noStopwordList_caseInSensitive,dtaExtended,treetagger,bothLemma,noStopwordList,caseInSensitive,"0,475","0,511627907","0,4324324324","0,9016393443","0,3571428571","0,2877697842","0,8695652174","0,5947045642","0,6133540373","0,4720301697",55,99,40,6
polarityCd,noExtension_textblob_bothLemma_noStopwordList_caseInSensitive,noExtension,textblob,bothLemma,noStopwordList,caseInSensitive,"0,47","0,4536082474","0,4854368932","0,7213114754","0,3308270677","0,3597122302","0,7462686567","0,5405118528","0,5385478622","0,4695225703",44,89,50,17
polarityCd,noExtension_treetagger_textLemma_noStopwordList_caseSensitive,noExtension,treetagger,textLemma,noStopwordList,caseSensitive,"0,465","0,4397905759","0,4880382775","0,6885245902","0,3230769231","0,3669064748","0,7285714286","0,5277155325","0,5258241758","0,4639144267",42,88,51,19
polarityCd,noExtension_textblob_textLemma_enhancedFilteredList_caseInSensitive,noExtension,textblob,textLemma,enhancedFilteredList,caseInSensitive,"0,465","0,4397905759","0,4880382775","0,6885245902","0,3230769231","0,3669064748","0,7285714286","0,5277155325","0,5258241758","0,4639144267",42,88,51,19
polarityCd,noExtension_textblob_textLemma_enhancedFilteredList_caseSensitive,noExtension,textblob,textLemma,enhancedFilteredList,caseSensitive,"0,465","0,4278074866","0,4976525822","0,6557377049","0,3174603175","0,381294964","0,7162162162","0,5185163345","0,5168382668","0,4627300344",40,86,53,21
polarityCd,noExtension_textblob_bothLemma_standardList_caseInSensitive,noExtension,textblob,bothLemma,standardList,caseInSensitive,"0,465","0,4512820513","0,4780487805","0,7213114754","0,328358209","0,3525179856","0,7424242424","0,5369147305","0,5353912257","0,4646654159",44,90,49,17
