Metric,CombinationType,DTAExtension,Lemmatizer,LemmatizationType,Stopwords,CaseSensitivity,accuracy,F-MeasurePositive,F-MeasureNegative,recallPositive,precisionPositive,recallNegative,precisionNegative,recallAverage,precisionAverage,F-MeasureAverage,truePositives,falsePositives,trueNegatives,falseNegatives
polarityBawlDichotom,dtaExtended_textblob_bothLemma_enhancedFilteredList_caseInSensitive,dtaExtended,textblob,bothLemma,enhancedFilteredList,caseInSensitive,"0,39","0,4649122807","0,2906976744","0,868852459","0,3173652695","0,1798561151","0,7575757576","0,5243542871","0,5374705135","0,3778049776",53,114,25,8
polarityBawlDichotom,dtaExtended_treetagger_textLemma_enhancedFilteredList_caseInSensitive,dtaExtended,treetagger,textLemma,enhancedFilteredList,caseInSensitive,"0,385","0,4581497797","0,289017341","0,8524590164","0,313253012","0,1798561151","0,7352941176","0,5161575658","0,5242735648","0,3735835604",52,114,25,9
polarityBawlDichotom,dtaExtended_treetagger_textLemma_enhancedFilteredList_caseSensitive,dtaExtended,treetagger,textLemma,enhancedFilteredList,caseSensitive,"0,385","0,4581497797","0,289017341","0,8524590164","0,313253012","0,1798561151","0,7352941176","0,5161575658","0,5242735648","0,3735835604",52,114,25,9
polarityBawlDichotom,dtaExtended_textblob_bothLemma_enhancedFilteredList_caseSensitive,dtaExtended,textblob,bothLemma,enhancedFilteredList,caseSensitive,"0,385","0,4581497797","0,289017341","0,8524590164","0,313253012","0,1798561151","0,7352941176","0,5161575658","0,5242735648","0,3735835604",52,114,25,9
polarityBawlDichotom,noExtension_tokens_noLemma_noStopwordList_caseSensitive,noExtension,tokens,noLemma,noStopwordList,caseSensitive,"0,38","0,4561403509","0,2790697674","0,8524590164","0,3113772455","0,1726618705","0,7272727273","0,5125604434","0,5193249864","0,3676050592",52,115,24,9
polarityBawlDichotom,noExtension_treetagger_textLemma_enhancedList_caseInSensitive,noExtension,treetagger,textLemma,enhancedList,caseInSensitive,"0,38","0,4205607477","0,3333333333","0,737704918","0,2941176471","0,2230215827","0,6595744681","0,4803632504","0,4768460576","0,3769470405",45,108,31,16
polarityBawlDichotom,noExtension_treetagger_textLemma_enhancedList_caseSensitive,noExtension,treetagger,textLemma,enhancedList,caseSensitive,"0,38","0,4259259259","0,3260869565","0,7540983607","0,2967741935","0,2158273381","0,6666666667","0,4849628494","0,4817204301","0,3760064412",46,109,30,15
polarityBawlDichotom,noExtension_treetagger_textLemma_enhancedFilteredList_caseInSensitive,noExtension,treetagger,textLemma,enhancedFilteredList,caseInSensitive,"0,38","0,4561403509","0,2790697674","0,8524590164","0,3113772455","0,1726618705","0,7272727273","0,5125604434","0,5193249864","0,3676050592",52,115,24,9
polarityBawlDichotom,noExtension_textblob_textLemma_enhancedFilteredList_caseSensitive,noExtension,textblob,textLemma,enhancedFilteredList,caseSensitive,"0,38","0,4464285714","0,2954545455","0,8196721311","0,3067484663","0,1870503597","0,7027027027","0,5033612454","0,5047255845","0,3709415584",50,113,26,11
polarityBawlDichotom,noExtension_textblob_bothLemma_enhancedFilteredList_caseSensitive,noExtension,textblob,bothLemma,enhancedFilteredList,caseSensitive,"0,38","0,4464285714","0,2954545455","0,8196721311","0,3067484663","0,1870503597","0,7027027027","0,5033612454","0,5047255845","0,3709415584",50,113,26,11
polarityBawlDichotom,dtaExtended_tokens_noLemma_enhancedList_caseInSensitive,dtaExtended,tokens,noLemma,enhancedList,caseInSensitive,"0,375","0,4394618834","0,2937853107","0,8032786885","0,3024691358","0,1870503597","0,6842105263","0,4951645241","0,4933398311","0,3666235971",49,113,26,12
polarityBawlDichotom,dtaExtended_tokens_noLemma_enhancedList_caseSensitive,dtaExtended,tokens,noLemma,enhancedList,caseSensitive,"0,375","0,4394618834","0,2937853107","0,8032786885","0,3024691358","0,1870503597","0,6842105263","0,4951645241","0,4933398311","0,3666235971",49,113,26,12
polarityBawlDichotom,dtaExtended_textblob_bothLemma_standardList_caseSensitive,dtaExtended,textblob,bothLemma,standardList,caseSensitive,"0,375","0,4444444444","0,2857142857","0,8196721311","0,3048780488","0,1798561151","0,6944444444","0,4997641231","0,4996612466","0,3650793651",50,114,25,11
polarityBawlDichotom,noExtension_tokens_noLemma_standardList_caseInSensitive,noExtension,tokens,noLemma,standardList,caseInSensitive,"0,37","0,4424778761","0,275862069","0,8196721311","0,303030303","0,1726618705","0,6857142857","0,4961670008","0,4943722944","0,3591699725",50,115,24,11
polarityBawlDichotom,noExtension_textblob_textLemma_enhancedFilteredList_caseInSensitive,noExtension,textblob,textLemma,enhancedFilteredList,caseInSensitive,"0,37","0,4424778761","0,275862069","0,8196721311","0,303030303","0,1726618705","0,6857142857","0,4961670008","0,4943722944","0,3591699725",50,115,24,11
polarityBawlDichotom,noExtension_treetagger_bothLemma_enhancedList_caseInSensitive,noExtension,treetagger,bothLemma,enhancedList,caseInSensitive,"0,37","0,4112149533","0,3225806452","0,7213114754","0,2875816993","0,2158273381","0,6382978723","0,4685694068","0,4629397858","0,3668977992",44,109,30,17
polarityBawlDichotom,noExtension_textblob_textLemma_standardList_caseSensitive,noExtension,textblob,textLemma,standardList,caseSensitive,"0,365","0,4502164502","0,2485207101","0,8524590164","0,3058823529","0,1510791367","0,7","0,5017690765","0,5029411765","0,3493685801",52,118,21,9
polarityBawlDichotom,noExtension_textblob_textLemma_enhancedList_caseInSensitive,noExtension,textblob,textLemma,enhancedList,caseInSensitive,"0,365","0,4147465438","0,306010929","0,737704918","0,2884615385","0,2014388489","0,6363636364","0,4695718835","0,4624125874","0,3603787364",45,111,28,16
polarityBawlDichotom,noExtension_textblob_textLemma_enhancedList_caseSensitive,noExtension,textblob,textLemma,enhancedList,caseSensitive,"0,365","0,4253393665","0,2905027933","0,7704918033","0,29375","0,1870503597","0,65","0,4787710815","0,471875","0,3579210799",47,113,26,14
polarityBawlDichotom,noExtension_treetagger_bothLemma_enhancedList_caseSensitive,noExtension,treetagger,bothLemma,enhancedList,caseSensitive,"0,365","0,4093023256","0,3135135135","0,7213114754","0,2857142857","0,2086330935","0,6304347826","0,4649722845","0,4580745342","0,3614079195",44,110,29,17
polarityBawlDichotom,noExtension_textblob_bothLemma_noStopwordList_caseSensitive,noExtension,textblob,bothLemma,noStopwordList,caseSensitive,"0,365","0,4686192469","0,2111801242","0,9180327869","0,3146067416","0,1223021583","0,7727272727","0,5201674726","0,5436670072","0,3398996855",56,122,17,5
polarityBawlDichotom,noExtension_textblob_bothLemma_standardList_caseInSensitive,noExtension,textblob,bothLemma,standardList,caseInSensitive,"0,365","0,4454148472","0,2573099415","0,8360655738","0,3035714286","0,1582733813","0,6875","0,4971694775","0,4955357143","0,3513623943",51,117,22,10
polarityBawlDichotom,noExtension_textblob_bothLemma_standardList_caseSensitive,noExtension,textblob,bothLemma,standardList,caseSensitive,"0,365","0,4454148472","0,2573099415","0,8360655738","0,3035714286","0,1582733813","0,6875","0,4971694775","0,4955357143","0,3513623943",51,117,22,10
polarityBawlDichotom,noExtension_textblob_bothLemma_enhancedFilteredList_caseInSensitive,noExtension,textblob,bothLemma,enhancedFilteredList,caseInSensitive,"0,365","0,4355555556","0,2742857143","0,8032786885","0,2987804878","0,1726618705","0,6666666667","0,4879702795","0,4827235772","0,3549206349",49,115,24,12
polarityBawlDichotom,noExtension_tokens_noLemma_noStopwordList_caseInSensitive,noExtension,tokens,noLemma,noStopwordList,caseInSensitive,"0,36","0,4482758621","0,2380952381","0,8524590164","0,3040935673","0,1438848921","0,6896551724","0,4981719542","0,4968743698","0,3431855501",52,119,20,9
polarityBawlDichotom,noExtension_treetagger_textLemma_standardList_caseSensitive,noExtension,treetagger,textLemma,standardList,caseSensitive,"0,36","0,4482758621","0,2380952381","0,8524590164","0,3040935673","0,1438848921","0,6896551724","0,4981719542","0,4968743698","0,3431855501",52,119,20,9
polarityBawlDichotom,noExtension_textblob_bothLemma_enhancedList_caseInSensitive,noExtension,textblob,bothLemma,enhancedList,caseInSensitive,"0,36","0,4074074074","0,3043478261","0,7213114754","0,2838709677","0,2014388489","0,6222222222","0,4613751622","0,453046595","0,3558776167",44,111,28,17
polarityBawlDichotom,noExtension_textblob_bothLemma_enhancedList_caseSensitive,noExtension,textblob,bothLemma,enhancedList,caseSensitive,"0,36","0,4181818182","0,2888888889","0,7540983607","0,2893081761","0,1870503597","0,6341463415","0,4705743602","0,4617272588","0,3535353535",46,113,26,15
polarityBawlDichotom,dtaExtended_tokens_noLemma_enhancedFilteredList_caseInSensitive,dtaExtended,tokens,noLemma,enhancedFilteredList,caseInSensitive,"0,36","0,4482758621","0,2380952381","0,8524590164","0,3040935673","0,1438848921","0,6896551724","0,4981719542","0,4968743698","0,3431855501",52,119,20,9
polarityBawlDichotom,dtaExtended_tokens_noLemma_enhancedFilteredList_caseSensitive,dtaExtended,tokens,noLemma,enhancedFilteredList,caseSensitive,"0,36","0,4482758621","0,2380952381","0,8524590164","0,3040935673","0,1438848921","0,6896551724","0,4981719542","0,4968743698","0,3431855501",52,119,20,9
polarityBawlDichotom,noExtension_tokens_noLemma_enhancedList_caseInSensitive,noExtension,tokens,noLemma,enhancedList,caseInSensitive,"0,355","0,3943661972","0,3101604278","0,6885245902","0,2763157895","0,2086330935","0,6041666667","0,4485788418","0,4402412281","0,3522633125",42,110,29,19
polarityBawlDichotom,noExtension_tokens_noLemma_enhancedList_caseSensitive,noExtension,tokens,noLemma,enhancedList,caseSensitive,"0,355","0,3943661972","0,3101604278","0,6885245902","0,2763157895","0,2086330935","0,6041666667","0,4485788418","0,4402412281","0,3522633125",42,110,29,19
polarityBawlDichotom,noExtension_textblob_bothLemma_noStopwordList_caseInSensitive,noExtension,textblob,bothLemma,noStopwordList,caseInSensitive,"0,355","0,460251046","0,198757764","0,9016393443","0,308988764","0,1151079137","0,7272727273","0,508373629","0,5181307457","0,329504405",55,123,16,6
polarityBawlDichotom,dtaExtended_treetagger_textLemma_standardList_caseInSensitive,dtaExtended,treetagger,textLemma,standardList,caseInSensitive,"0,355","0,4510638298","0,2181818182","0,868852459","0,3045977011","0,1294964029","0,6923076923","0,4991744309","0,4984526967","0,334622824",53,121,18,8
polarityBawlDichotom,dtaExtended_treetagger_textLemma_standardList_caseSensitive,dtaExtended,treetagger,textLemma,standardList,caseSensitive,"0,355","0,4510638298","0,2181818182","0,868852459","0,3045977011","0,1294964029","0,6923076923","0,4991744309","0,4984526967","0,334622824",53,121,18,8
polarityBawlDichotom,dtaExtended_textblob_textLemma_noStopwordList_caseInSensitive,dtaExtended,textblob,textLemma,noStopwordList,caseInSensitive,"0,355","0,4556962025","0,2085889571","0,8852459016","0,3068181818","0,1223021583","0,7083333333","0,50377403","0,5075757576","0,3321425798",54,122,17,7
polarityBawlDichotom,dtaExtended_textblob_textLemma_noStopwordList_caseSensitive,dtaExtended,textblob,textLemma,noStopwordList,caseSensitive,"0,355","0,4556962025","0,2085889571","0,8852459016","0,3068181818","0,1223021583","0,7083333333","0,50377403","0,5075757576","0,3321425798",54,122,17,7
polarityBawlDichotom,noExtension_treetagger_textLemma_noStopwordList_caseSensitive,noExtension,treetagger,textLemma,noStopwordList,caseSensitive,"0,35","0,4583333333","0,1875","0,9016393443","0,3072625698","0,1079136691","0,7142857143","0,5047765067","0,5107741421","0,3229166667",55,124,15,6
polarityBawlDichotom,noExtension_treetagger_textLemma_standardList_caseInSensitive,noExtension,treetagger,textLemma,standardList,caseInSensitive,"0,35","0,4537815126","0,1975308642","0,8852459016","0,3050847458","0,1151079137","0,6956521739","0,5001769077","0,5003684598","0,3256561884",54,123,16,7
polarityBawlDichotom,noExtension_textblob_textLemma_noStopwordList_caseSensitive,noExtension,textblob,textLemma,noStopwordList,caseSensitive,"0,35","0,4537815126","0,1975308642","0,8852459016","0,3050847458","0,1151079137","0,6956521739","0,5001769077","0,5003684598","0,3256561884",54,123,16,7
polarityBawlDichotom,noExtension_textblob_textLemma_standardList_caseInSensitive,noExtension,textblob,textLemma,standardList,caseInSensitive,"0,35","0,4491525424","0,2073170732","0,868852459","0,3028571429","0,1223021583","0,68","0,4955773086","0,4914285714","0,3282348078",53,122,17,8
polarityBawlDichotom,dtaExtended_textblob_textLemma_standardList_caseInSensitive,dtaExtended,textblob,textLemma,standardList,caseInSensitive,"0,35","0,4444444444","0,2168674699","0,8524590164","0,3005780347","0,1294964029","0,6666666667","0,4909777096","0,4836223507","0,3306559572",52,121,18,9
polarityBawlDichotom,dtaExtended_textblob_textLemma_standardList_caseSensitive,dtaExtended,textblob,textLemma,standardList,caseSensitive,"0,35","0,4444444444","0,2168674699","0,8524590164","0,3005780347","0,1294964029","0,6666666667","0,4909777096","0,4836223507","0,3306559572",52,121,18,9
polarityBawlDichotom,dtaExtended_treetagger_bothLemma_standardList_caseInSensitive,dtaExtended,treetagger,bothLemma,standardList,caseInSensitive,"0,35","0,4444444444","0,2168674699","0,8524590164","0,3005780347","0,1294964029","0,6666666667","0,4909777096","0,4836223507","0,3306559572",52,121,18,9
polarityBawlDichotom,noExtension_textblob_textLemma_noStopwordList_caseInSensitive,noExtension,textblob,textLemma,noStopwordList,caseInSensitive,"0,345","0,4564315353","0,1761006289","0,9016393443","0,3055555556","0,1007194245","0,7","0,5011793844","0,5027777778","0,3162660821",55,125,14,6
polarityBawlDichotom,noExtension_treetagger_bothLemma_standardList_caseInSensitive,noExtension,treetagger,bothLemma,standardList,caseInSensitive,"0,345","0,4518828452","0,1863354037","0,8852459016","0,3033707865","0,1079136691","0,6818181818","0,4965797854","0,4925944842","0,3191091245",54,124,15,7
polarityBawlDichotom,noExtension_treetagger_bothLemma_standardList_caseSensitive,noExtension,treetagger,bothLemma,standardList,caseSensitive,"0,345","0,4564315353","0,1761006289","0,9016393443","0,3055555556","0,1007194245","0,7","0,5011793844","0,5027777778","0,3162660821",55,125,14,6
polarityBawlDichotom,dtaExtended_tokens_noLemma_noStopwordList_caseInSensitive,dtaExtended,tokens,noLemma,noStopwordList,caseInSensitive,"0,345","0,4564315353","0,1761006289","0,9016393443","0,3055555556","0,1007194245","0,7","0,5011793844","0,5027777778","0,3162660821",55,125,14,6
polarityBawlDichotom,dtaExtended_tokens_noLemma_noStopwordList_caseSensitive,dtaExtended,tokens,noLemma,noStopwordList,caseSensitive,"0,345","0,4564315353","0,1761006289","0,9016393443","0,3055555556","0,1007194245","0,7","0,5011793844","0,5027777778","0,3162660821",55,125,14,6
polarityBawlDichotom,dtaExtended_treetagger_bothLemma_standardList_caseSensitive,dtaExtended,treetagger,bothLemma,standardList,caseSensitive,"0,345","0,4425531915","0,2060606061","0,8524590164","0,2988505747","0,1223021583","0,6538461538","0,4873805873","0,4763483643","0,3243068988",52,122,17,9
polarityBawlDichotom,dtaExtended_textblob_bothLemma_standardList_caseInSensitive,dtaExtended,textblob,bothLemma,standardList,caseInSensitive,"0,345","0,4377682403","0,2155688623","0,8360655738","0,2965116279","0,1294964029","0,6428571429","0,4827809883","0,4696843854","0,3266685513",51,121,18,10
polarityBawlDichotom,dtaExtended_treetagger_textLemma_noStopwordList_caseInSensitive,dtaExtended,treetagger,textLemma,noStopwordList,caseInSensitive,"0,34","0,4545454545","0,164556962","0,9016393443","0,3038674033","0,09352517986","0,6842105263","0,4975822621","0,4940389648","0,3095512083",55,126,13,6
polarityBawlDichotom,dtaExtended_treetagger_textLemma_noStopwordList_caseSensitive,dtaExtended,treetagger,textLemma,noStopwordList,caseSensitive,"0,34","0,4545454545","0,164556962","0,9016393443","0,3038674033","0,09352517986","0,6842105263","0,4975822621","0,4940389648","0,3095512083",55,126,13,6
polarityBawlDichotom,noExtension_treetagger_textLemma_noStopwordList_caseInSensitive,noExtension,treetagger,textLemma,noStopwordList,caseInSensitive,"0,335","0,4571428571","0,1419354839","0,9180327869","0,3043478261","0,07913669065","0,6875","0,4985847388","0,495923913","0,2995391705",56,128,11,5
polarityBawlDichotom,noExtension_treetagger_bothLemma_noStopwordList_caseSensitive,noExtension,treetagger,bothLemma,noStopwordList,caseSensitive,"0,335","0,4526748971","0,152866242","0,9016393443","0,3021978022","0,08633093525","0,6666666667","0,4939851398","0,4844322344","0,3027705696",55,127,12,6
polarityBawlDichotom,dtaExtended_tokens_noLemma_standardList_caseInSensitive,dtaExtended,tokens,noLemma,standardList,caseInSensitive,"0,335","0,4435146444","0,1739130435","0,868852459","0,297752809","0,1007194245","0,6363636364","0,4847859417","0,4670582227","0,3087138439",53,125,14,8
polarityBawlDichotom,dtaExtended_tokens_noLemma_standardList_caseSensitive,dtaExtended,tokens,noLemma,standardList,caseSensitive,"0,335","0,4435146444","0,1739130435","0,868852459","0,297752809","0,1007194245","0,6363636364","0,4847859417","0,4670582227","0,3087138439",53,125,14,8
polarityBawlDichotom,dtaExtended_textblob_bothLemma_noStopwordList_caseInSensitive,dtaExtended,textblob,bothLemma,noStopwordList,caseInSensitive,"0,33","0,464","0,1066666667","0,9508196721","0,3068783069","0,05755395683","0,7272727273","0,5041868145","0,5170755171","0,2853333333",58,131,8,3
polarityBawlDichotom,dtaExtended_textblob_bothLemma_noStopwordList_caseSensitive,dtaExtended,textblob,bothLemma,noStopwordList,caseSensitive,"0,33","0,4596774194","0,1184210526","0,9344262295","0,3048128342","0,06474820144","0,6923076923","0,4995872155","0,4985602633","0,289049236",57,130,9,4
polarityBawlDichotom,noExtension_treetagger_bothLemma_noStopwordList_caseInSensitive,noExtension,treetagger,bothLemma,noStopwordList,caseInSensitive,"0,325","0,4444444444","0,1401273885","0,8852459016","0,2967032967","0,07913669065","0,6111111111","0,4821912961","0,4539072039","0,2922859165",54,128,11,7
,,,,,,,,,,,,,,,,,,,,
,,,,,,,"0,36775","0,4464422295","0,2587184257","0,837295082","0,304637788","0,1616906475","0,6949317703","0,4994928647","0,4997847792","0,3525803276","51,075","116,525","22,475","9,925"
,,,,,,,"0,405","0,4736842105","0,3703703704","0,9508196721","0,3233532934","0,2517985612","0,7878787879","0,5361481307","0,5556160406","0,4031946639",58,131,35,19
,,,,,,,"0,325","0,3943661972","0,1066666667","0,6885245902","0,2763157895","0,05755395683","0,6041666667","0,4485788418","0,4402412281","0,2853333333",42,104,8,3
